name,index,category,contents,status,time,on/off,URL,attachment,Google Drive,gen-time,edit-time,block-ID,post-block,[index] post-block,[index] pre-block,pre-block,Hash tag
유동환 복학예정증명서 (@2026년 1월 27일),2025학년도 서울시립대학교 창업장학금,정보,스크랩,cowork,2026년 1월 27일,No,,%EC%9C%A0%EB%8F%99%ED%99%98_%EB%B3%B5%ED%95%99%EC%98%88%EC%A0%95%EC%A6%9D%EB%AA%85%EC%84%9C_(2026%EB%85%84_1%EC%9B%94_27%EC%9D%BC).pdf,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,22,"유동환 창업장학금 신청 증빙서류 (https://www.notion.so/5725f5025041839b807c019be4003ca1?pvs=21), 2025학년도 서울시립대학교 학생창업기업 신청서 및 제반서류 (https://www.notion.so/8b15f502504183179de2819c46ac8bee?pvs=21)","2023학년도 서울시립대학교 창업장학금,2025학년도 서울시립대학교 학생창업기업 지원금 신청 추가 모집",,,ADMINISTRATIVE WORK
@2026년 1월 27일 회의 리마인더,,리마인더,,cowork,2026년 1월 27일 오후 1:30 (GMT+9) → 오후 3:00,No,,,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,11,,,,,
[모집] 25학년도 창업장학금 모집 공고,2025학년도 서울시립대학교 창업장학금,정보,스크랩,cowork,2026년 1월 15일,No,https://www.uos.ac.kr/korColumn/view.do?list_id=FA35&seq=899&sort=3&pageIndex=1&searchCnd=&searchWrd=&viewAuth=Y&lpageCount=10&menuid=2000005009005000000,Screenshot_2026-01-25_at_18.31.10.pdf,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,10,"붙임1. 창업장학금 신청서 (https://www.notion.so/3835f502504183968d0801cbed856ce9?pvs=21), 붙임2. 서류 제출 순서 안내 (https://www.notion.so/4c15f5025041827aa48e81e4fca4d417?pvs=21), 붙임3. 개인정보 제공 및 활용 동의서 (https://www.notion.so/bca5f50250418254b011814761eaa743?pvs=21)","2025학년도 서울시립대학교 창업장학금,2025학년도 서울시립대학교 창업장학금,2025학년도 서울시립대학교 창업장학금",,,ADMINISTRATIVE WORK
2025학년도 서울시립대학교 학생창업기업 지원금 신청 추가 모집,2025학년도 서울시립대학교 학생창업기업 지원금 신청 추가 모집,메모,텍스트,cowork,2026년 1월 29일 → 2026년 2월 5일,No,,,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,29,,,,,"ADMINISTRATIVE WORK, FINANCE"
유동환 성적증명서 (@2026년 1월 27일),2025학년도 서울시립대학교 창업장학금,정보,스크랩,cowork,2026년 1월 27일,No,,%EC%9C%A0%EB%8F%99%ED%99%98_%EC%84%B1%EC%A0%81%EC%A6%9D%EB%AA%85%EC%84%9C_(2026%EB%85%84_1%EC%9B%94_27%EC%9D%BC).pdf,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,9,유동환 창업장학금 신청 증빙서류 (https://www.notion.so/5725f5025041839b807c019be4003ca1?pvs=21),2023학년도 서울시립대학교 창업장학금,,,ADMINISTRATIVE WORK
유동환 개인정보 제공 및 활용 동의서,2025학년도 서울시립대학교 창업장학금,정보,스크랩,cowork,2026년 1월 27일,No,,%EC%9C%A0%EB%8F%99%ED%99%98_%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4_%EC%A0%9C%EA%B3%B5_%EB%B0%8F_%ED%99%9C%EC%9A%A9_%EB%8F%99%EC%9D%98%EC%84%9C.pdf,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,8,,,2025학년도 서울시립대학교 창업장학금,붙임3. 개인정보 제공 및 활용 동의서 (https://www.notion.so/bca5f50250418254b011814761eaa743?pvs=21),ADMINISTRATIVE WORK
붙임1. 창업장학금 신청서,2025학년도 서울시립대학교 창업장학금,정보,문서,cowork,2026년 1월 15일,No,https://www.uos.ac.kr/korColumn/view.do?list_id=FA35&seq=899&sort=3&pageIndex=1&searchCnd=&searchWrd=&viewAuth=Y&lpageCount=10&menuid=2000005009005000000,%EB%B6%99%EC%9E%841._%EC%B0%BD%EC%97%85%EC%9E%A5%ED%95%99%EA%B8%88_%EC%8B%A0%EC%B2%AD%EC%84%9C.hwp,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,3,유동환 창업장학금 신청서 초안 (https://www.notion.so/b5f5f50250418373a9b881aaba404d2e?pvs=21),2025학년도 서울시립대학교 창업장학금,2025학년도 서울시립대학교 창업장학금,[모집] 25학년도 창업장학금 모집 공고 (https://www.notion.so/0335f5025041838393a4018e53c66eaa?pvs=21),ADMINISTRATIVE WORK
유동환 운전면허증,신분증,정보,사진,cowork,,No,,%EC%9C%A0%EB%8F%99%ED%99%98_%EC%9A%B4%EC%A0%84%EB%A9%B4%ED%97%88%EC%A6%9D.jpg,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,7,,,,,ADMINISTRATIVE WORK
빅블루요가 부가가치세 신고서 (@2026년 1월 27일),부가가치세 신고서,정보,스크랩,cowork,2026년 1월 27일,No,,%EB%B9%85%EB%B8%94%EB%A3%A8_%EC%9A%94%EA%B0%80_%EB%B6%80%EA%B0%80%EA%B0%80%EC%B9%98%EC%84%B8_%EC%8B%A0%EA%B3%A0%EC%84%9C_(2024%EB%85%84_1%EC%9B%94_15%EC%9D%BC).pdf,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,20,"유동환 창업장학금 신청 증빙서류 (https://www.notion.so/5725f5025041839b807c019be4003ca1?pvs=21), 2025학년도 서울시립대학교 학생창업기업 신청서 및 제반서류 (https://www.notion.so/8b15f502504183179de2819c46ac8bee?pvs=21)","2023학년도 서울시립대학교 창업장학금,2025학년도 서울시립대학교 학생창업기업 지원금 신청 추가 모집",,,"ADMINISTRATIVE WORK, FINANCE"
붙임2. 서류 제출 순서 안내,2025학년도 서울시립대학교 창업장학금,정보,문서,cowork,2026년 1월 15일,No,https://www.uos.ac.kr/korColumn/view.do?list_id=FA35&seq=899&sort=3&pageIndex=1&searchCnd=&searchWrd=&viewAuth=Y&lpageCount=10&menuid=2000005009005000000,%EB%B6%99%EC%9E%842._%EC%84%9C%EB%A5%98_%EC%A0%9C%EC%B6%9C_%EC%88%9C%EC%84%9C_%EC%95%88%EB%82%B4.hwp,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,2,,,2025학년도 서울시립대학교 창업장학금,[모집] 25학년도 창업장학금 모집 공고 (https://www.notion.so/0335f5025041838393a4018e53c66eaa?pvs=21),ADMINISTRATIVE WORK
붙임3. 개인정보 제공 및 활용 동의서,2025학년도 서울시립대학교 창업장학금,정보,문서,cowork,2026년 1월 15일,No,https://www.uos.ac.kr/korColumn/view.do?list_id=FA35&seq=899&sort=3&pageIndex=1&searchCnd=&searchWrd=&viewAuth=Y&lpageCount=10&menuid=2000005009005000000,%EB%B6%99%EC%9E%843._%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4_%EC%A0%9C%EA%B3%B5_%EB%B0%8F_%ED%99%9C%EC%9A%A9_%EB%8F%99%EC%9D%98%EC%84%9C.hwp,,2026년 2월 27일 오후 9:16,2026년 2월 27일 오후 9:16,1,유동환 개인정보 제공 및 활용 동의서 (https://www.notion.so/5525f502504183cf8a4301189b6b0ee9?pvs=21),2025학년도 서울시립대학교 창업장학금,2025학년도 서울시립대학교 창업장학금,[모집] 25학년도 창업장학금 모집 공고 (https://www.notion.so/0335f5025041838393a4018e53c66eaa?pvs=21),ADMINISTRATIVE WORK
